match id,team1,team2,outcome,winner,by,win amount,player of match,toss winner,toss decision,match type,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_names,team1_roster_ids,team2_id,team2_roster_names,team2_roster_ids,ingestion_timestamp
8588173,Sy Tr,Sy Ss,normal,Sy Tr,runs,46,AD Hs,Sy Ss,field,T20,Ae Ol,Adelaide,2021-01-22,night match,Bg Bh Le,2020/21,930,GJ Davidson,AK Wilds,232,5,120,186,5,120,33963,UT Ka:AD Hs:CJ Fn:SW Bs:BJ Cg:N Mw:O Ds:CJ Gn:AF Me:B Dt:T Sa,1506098.0:1749075.0:36665.0:2083409.0:1612610.0:5497274.0:7534652.0:5509524.0:3156033.0:6521234.0:8193310.0,33956,JR Pe:JM Ve:DP Hs:MC Hs:JC Sk:DT Cn:CR Be:BJ Ds:SJ Oe:JM Bd:L Pe,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:4756982.0:49496.0:1506077.0:7537060.0,2022/02/18 03:12:45
8588187,Sy Ss,Ph Ss,normal,Sy Ss,runs,27,JM Ve,Ph Ss,field,T20,Sy Ct Gd,Sydney,2021-02-06,day match,Bg Bh Le,2020/21,937,P Wilson,SJ Nogajski,188,6,120,161,9,120,33956,JR Pe:JM Ve:DP Hs:MC Hs:JC Sk:DT Cn:CR Be:SA At:BJ Ds:SJ Oe:JM Bd,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:2790675.0:4756982.0:49496.0:1506077.0,33935,CT Bt:LS Le:C Mo:JP Is:MR Mh:AJ Tr:AM He:JA Rn:AJ Te:JP Bf:Fd Ad,3507090.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,2022/02/18 03:12:45
8588194,Ae Ss,Be Ht,normal,Be Ht,wickets,6,JJ Pn,Ae Ss,bat,T20,Be Ct Gd,Brisbane,2021-01-29,night match,Bg Bh Le,2020/21,1476,DM Koch,MW Graham-Smith,130,7,120,131,4,118,33914,AT Cy:J Wd:TM Hd:PD St:MT Rw:JW Ws:MG Nr:DR Bs:WA Ar:LN Or:PM Se:DJ Wl,2285051.0:5469008.0:3710090.0:4685568.0:5056134.0:1635773.0:2633196.0:2170762.0:6718844.0:2340729.0:55299.0:3901099.0,33921,CA Ln:JL Dy:M Le:SD Ht:JJ Pn:JA Bs:L Gy:MT Se:MJ Sn:B Ln:M Ml:XC Bt,2286472.0:87191.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:3890984.0:4132295.0:2209374.0:325779.0:7353828.0,2022/02/18 03:12:45
8588201,Ph Ss,Sy Ss,normal,Sy Ss,wickets,9,JM Ve,Ph Ss,bat,T20,Ma Ol,Canberra,2021-01-30,night match,Bg Bh Le,2020/21,5312,P Wilson,SJ Nogajski,167,6,120,168,1,104,33935,JJ Ry:LS Le:C Mo:JP Is:MR Mh:AJ Tr:JA Rn:AM He:AJ Te:JP Bf:Fd Ad,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:5419574.0:7869994.0:3216569.0:1907352.0:1684276.0,33956,JR Pe:JM Ve:DP Hs:MC Hs:JC Sk:DT Cn:CR Be:SA At:BJ Ds:SJ Oe:JM Bd,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:2790675.0:4756982.0:49496.0:1506077.0,2022/02/18 03:12:45
8588208,Sy Tr,Be Ht,normal,Be Ht,wickets,7,SD Ht,Be Ht,field,T20,Ma Ol,Canberra,2021-01-31,night match,Bg Bh Le,2020/21,5312,DM Koch,MW Graham-Smith,158,8,120,162,3,117,33963,UT Ka:AD Hs:CJ Fn:SW Bs:AI Rs:DR Ss:BJ Cg:CJ Gn:AF Me:B Dt:T Sa,1506098.0:1749075.0:36665.0:2083409.0:2335381.0:5788320.0:1612610.0:5509524.0:3156033.0:6521234.0:8193310.0,33921,JL Dy:CA Ln:M Le:SD Ht:JJ Pn:JA Bs:L Gy:MT Se:MJ Sn:B Ln:M Ml:XC Bt,87191.0:2286472.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:3890984.0:4132295.0:2209374.0:325779.0:7353828.0,2022/02/18 03:12:45
8588215,Ph Ss,Be Ht,normal,Ph Ss,runs,49,LS Le,Be Ht,field,T20,Ma Ol,Canberra,2021-02-04,day match,Bg Bh Le,2020/21,5312,GA Abood,SAJ Craig,189,1,114,150,9,115,33935,CT Bt:LS Le:MR Mh:C Mo:JP Is:AJ Tr:AM He:JA Rn:AJ Te:JP Bf:Fd Ad,3507090.0:2827327.0:1907163.0:1626526.0:4635658.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,33921,CA Ln:JL Dy:M Le:SD Ht:JJ Pn:JA Bs:L Gy:XC Bt:MJ Sn:M Ml:B Ln:MT Se,2286472.0:87191.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:7353828.0:4132295.0:325779.0:2209374.0:3890984.0,2022/02/18 03:12:45
8637810,Nw Zd,Aa,normal,Nw Zd,runs,53,DP Cy,Aa,field,T20,Hy Ol,Christchurch,2021-02-22,night match,Aa tr of Nw Zd,2020/21,664,CM Brown,CB Gaffaney,184,5,120,131,10,109,48,MJ Gl:TL St:KS Wn:DP Cy:GD Ps:JS Nm:MJ Sr:KA Jn:TG Se:IS Si:TA Bt,1585457.0:4381761.0:1945355.0:2653993.0:5764576.0:2486896.0:3519011.0:4381733.0:1626561.0:3913475.0:1945397.0,27,MS We:AJ Fh:JR Pe:MR Mh:GJ Ml:MP Ss:AC Ar:DR Ss:JA Rn:KW Rn:A Za,1611364.0:37351.0:7869987.0:1907163.0:2275195.0:2275097.0:3535853.0:5788320.0:5419574.0:1905847.0:2656541.0,2022/02/18 03:12:45
8637817,Nw Zd,Aa,normal,Nw Zd,runs,4,MJ Gl,Aa,field,T20,Uy Ol,Dunedin,2021-02-25,day match,Aa tr of Nw Zd,2020/21,5396,CB Gaffaney,SB Haig,219,7,120,215,8,120,48,MJ Gl:TL St:KS Wn:JS Nm:GD Ps:DP Cy:MJ Sr:TG Se:KA Jn:IS Si:TA Bt,1585457.0:4381761.0:1945355.0:2486896.0:5764576.0:2653993.0:3519011.0:1626561.0:4381733.0:3913475.0:1945397.0,27,MS We:AJ Fh:JR Pe:GJ Ml:MP Ss:AC Ar:MR Mh:DR Ss:JA Rn:KW Rn:A Za,1611364.0:37351.0:7869987.0:2275195.0:2275097.0:3535853.0:1907163.0:5788320.0:5419574.0:1905847.0:2656541.0,2022/02/18 03:12:45
8637824,Aa,Nw Zd,normal,Aa,runs,64,AC Ar,Nw Zd,field,T20,Wc Sm,Wellington,2021-03-03,night match,Aa tr of Nw Zd,2020/21,8175,CB Gaffaney,WR Knights,208,4,120,144,10,104,27,MS We:AJ Fh:JR Pe:GJ Ml:MP Ss:MR Mh:AC Ar:JA Rn:KW Rn:A Za:RP Mh,1611364.0:37351.0:7869987.0:2275195.0:2275097.0:1907163.0:3535853.0:5419574.0:1905847.0:2656541.0:6732004.0,48,MJ Gl:TL St:KS Wn:DP Cy:GD Ps:JS Nm:MS Cn:TG Se:KA Jn:IS Si:TA Bt,1585457.0:4381761.0:1945355.0:2653993.0:5764576.0:2486896.0:3069954.0:1626561.0:4381733.0:3913475.0:1945397.0,2022/02/18 03:12:45
8637831,Aa,Nw Zd,normal,Aa,runs,50,AJ Fh,Aa,bat,T20,Wc Sm,Wellington,2021-03-05,night match,Aa tr of Nw Zd,2020/21,8175,CM Brown,WR Knights,156,6,120,106,10,117,27,MS We:AJ Fh:JR Pe:GJ Ml:MP Ss:AC Ar:MR Mh:JA Rn:KW Rn:A Za:RP Mh,1611364.0:37351.0:7869987.0:2275195.0:2275097.0:3535853.0:1907163.0:5419574.0:1905847.0:2656541.0:6732004.0,48,MJ Gl:TL St:KS Wn:DP Cy:GD Ps:JS Nm:MJ Sr:TG Se:KA Jn:IS Si:TA Bt,1585457.0:4381761.0:1945355.0:2653993.0:5764576.0:2486896.0:3519011.0:1626561.0:4381733.0:3913475.0:1945397.0,2022/02/18 03:12:45
8637838,Aa,Nw Zd,normal,Nw Zd,wickets,7,MJ Gl,Aa,bat,T20,Sy Sm,Wellington,2021-03-07,day match,Aa tr of Nw Zd,2020/21,8175,CB Gaffaney,WR Knights,142,8,120,143,3,94,27,JR Pe:AJ Fh:MS We:GJ Ml:MP Ss:AC Ar:MR Mh:JA Rn:KW Rn:A Za:RP Mh,7869987.0:37351.0:1611364.0:2275195.0:2275097.0:3535853.0:1907163.0:5419574.0:1905847.0:2656541.0:6732004.0,48,DP Cy:MJ Gl:KS Wn:GD Ps:MS Cn:JS Nm:TL St:MJ Sr:TG Se:IS Si:TA Bt,2653993.0:1585457.0:1945355.0:5764576.0:3069954.0:2486896.0:4381761.0:3519011.0:1626561.0:3913475.0:1945397.0,2022/02/18 03:12:45
8637866,Nw Zd,Bh,normal,Nw Zd,runs,66,DP Cy,Nw Zd,bat,T20,Sn Pk,Hamilton,2021-03-28,day match,Bh tr of Nw Zd,2020/21,3541,CB Gaffaney,SB Haig,210,3,120,144,8,120,48,MJ Gl:FH An:DP Cy:WA Yg:GD Ps:MS Cn:DJ Ml:TG Se:IS Si:LH Fn:HK Bt,1585457.0:6718326.0:2653993.0:3834256.0:5764576.0:3069954.0:2672214.0:1626561.0:3913475.0:3456424.0:1585464.0,188,Md Nm:Ln Ds:Sa Sr:Md Mn:Mh:Af Hn:Mi Hn:Md Sn:Sl Im:Nm Ad:Mr Rn,6930580.0:3758565.0:3056752.0:1884672.0:392188.0:6551978.0:5831622.0:4403503.0:6930286.0:2436356.0:2316327.0,2022/02/18 03:12:45
8637873,Nw Zd,Bh,normal,Nw Zd,runs,28,GD Ps,Bh,field,T20,Mn Pk,Napier,2021-03-30,night match,Bh tr of Nw Zd,2020/21,3184,CM Brown,WR Knights,173,5,111,142,7,102,48,MJ Gl:FH An:DP Cy:WA Yg:GD Ps:MS Cn:DJ Ml:TG Se:AF Me:IS Si:HK Bt,1585457.0:6718326.0:2653993.0:3834256.0:5764576.0:3069954.0:2672214.0:1626561.0:3156033.0:3913475.0:1585464.0,188,Md Nm:Ln Ds:Sa Sr:Mh:Af Hn:Md Mn:Mi Hn:Md Sn:Tn Ad:Sl Im:Nm Ad,6930580.0:3758565.0:3056752.0:392188.0:6551978.0:1884672.0:5831622.0:4403503.0:3769555.0:6930286.0:2436356.0,2022/02/18 03:12:45
8637880,Nw Zd,Bh,normal,Nw Zd,runs,65,FH An,Bh,field,T20,En Pk,Auckland,2021-04-01,night match,Bh tr of Nw Zd,2020/21,1994,CM Brown,CB Gaffaney,141,4,61,76,10,58,48,MJ Gl:FH An:GD Ps:DJ Ml:MS Cn:DP Cy:WA Yg:TG Se:AF Me:TD Ae:LH Fn,1585457.0:6718326.0:5764576.0:2672214.0:3069954.0:2653993.0:3834256.0:1626561.0:3156033.0:1495731.0:3456424.0,188,Md Nm:Sa Sr:Ln Ds:Nl Hn So:Af Hn:Mk Hn:Mi Hn:Sl Im:Tn Ad:Rl Hn:Nm Ad,6930580.0:3056752.0:3758565.0:4403419.0:6551978.0:3850944.0:5831622.0:6930286.0:3769555.0:2104346.0:2436356.0,2022/02/18 03:12:45
8638034,Nn Ds,Wn,normal,Wn,wickets,9,,Wn,field,T20,By Ol,Mount Maunganui,2021-01-01,night match,Sr Sh,2020/21,17681,Damian Morrow,TJ Parlane,148,6,120,152,1,97,17982,KD Ce:TL St:DG Be:AP Dh:HR Cr:BR Hn:SC Kn:ZN Gn:JG Wr:BG Rl:FL Wr,7907451.0:4381761.0:31464.0:258649.0:4949790.0:3834305.0:3776849.0:6718340.0:3566240.0:4950364.0:7543647.0,18570,DP Cy:FH An:R Ra:JS Nm:MG Bl:JD Gn:TM Jn:LV vn Bk:PF Yd:BV Ss:HK Bt,2653993.0:6718326.0:6718382.0:2486896.0:2288789.0:4950224.0:8187878.0:3083667.0:4950294.0:6718396.0:1585464.0,2022/02/18 03:12:45
8638041,Nn Ds,Oo,normal,Oo,wickets,2,,Oo,field,T20,By Ol,Mount Maunganui,2021-01-02,night match,Sr Sh,2020/21,17681,GA Stirrat,TJ Parlane,153,7,120,156,8,120,17982,KD Ce:TL St:DG Be:HR Cr:AP Dh:BR Hn:SC Kn:FL Wr:ZN Gn:JG Wr:MJ Fr,7907451.0:4381761.0:31464.0:4949790.0:258649.0:3834305.0:3776849.0:7543647.0:6718340.0:3566240.0:7907458.0,18360,HD Rd:NT Bm:LC Jn:NF Ky:AK Kn:M Rk:MG Rn:DN Ps:JA Dy:MJ Mn:MB Bn,2319638.0:256080.0:7918280.0:3913447.0:2690498.0:6129276.0:2666705.0:6317142.0:3834375.0:2236086.0:4195827.0,2022/02/18 03:12:45
8638048,Ad,Cy,normal,Cy,wickets,10,,Cy,field,T20,En Pk Or Ol,Auckland,2021-01-03,day match,Sr Sh,2020/21,5081,A Mehrotra,JAK Bromley,52,4,33,55,0,28,17583,GD Ps:MS Cn:RR Ol:BJ He:SM Sa:WT Ol:WR Se:RM tr Bk:L Dt:BG Lr:DK Fs,5764576.0:3069954.0:3935854.0:3913440.0:4949776.0:8144184.0:270262.0:6718438.0:5560190.0:7878765.0:7565697.0,17653,KJ Me:CJ Bs:CE Me:LJ Cr:CD Fr:MW Hy:SB Dy:TD Ae:WA Ws:EJ Nl:FW St,4381747.0:2659243.0:3682160.0:4381705.0:3834361.0:8683562.0:3913433.0:1495731.0:4136404.0:3834319.0:7871310.0,2022/02/18 03:12:45
8638055,Cl Ds,Nn Ds,normal,Nn Ds,wickets,6,,Nn Ds,field,T20,Sn Pk,Hamilton,2021-01-04,night match,Sr Sh,2020/21,3541,Glen Walklin,JM Dempsey,117,9,118,122,4,107,17744,GH Wr:CK Ld:D Cr:JA Cn:DJ Bl:K Nt:BS Sh:AY Pl:JA Fd:BM Tr:JR Lx,1945390.0:6487032.0:3083632.0:6496118.0:2537800.0:1626540.0:3558316.0:4170494.0:8354821.0:5984376.0:8447396.0,17982,KD Ce:TL St:DG Be:HR Cr:AP Dh:BR Hn:SC Kn:ZN Gn:JG Wr:FL Wr:MJ Fr,7907451.0:4381761.0:31464.0:4949790.0:258649.0:3834305.0:3776849.0:6718340.0:3566240.0:7543647.0:7907458.0,2022/02/18 03:12:45
8638062,Cl Ds,Oo,normal,Cl Ds,runs,53,,Oo,field,T20,Uy Ol,Dunedin,2021-01-08,day match,Sr Sh,2020/21,5396,DJ Walker,JAK Bromley,223,5,120,170,8,120,17744,GH Wr:BL Ws:WA Yg:D Cr:JA Cn:DJ Bl:CK Ld:K Nt:JA Fd:AY Pl:BM Tr,1945390.0:8212917.0:3834256.0:3083632.0:6496118.0:2537800.0:6487032.0:1626540.0:8354821.0:4170494.0:5984376.0,18360,HD Rd:NT Bm:LC Jn:NF Ky:M Rk:AK Kn:MJ Mn:MG Rn:JA Dy:MB Bn:MD Re,2319638.0:256080.0:7918280.0:3913447.0:6129276.0:2690498.0:2236086.0:2666705.0:3834375.0:4195827.0:4359417.0,2022/02/18 03:12:45
8638069,Wn,Nn Ds,normal,Wn,runs,80,,Nn Ds,field,T20,Bn Re,Wellington,2021-01-09,day match,Sr Sh,2020/21,825,BF Bowden,TJ Parlane,185,7,120,105,10,99,18570,FH An:DP Cy:TA Bl:JS Nm:MG Bl:JD Gn:R Ra:TM Jn:LV vn Bk:PF Yd:HK Bt,6718326.0:2653993.0:3083625.0:2486896.0:2288789.0:4950224.0:6718382.0:8187878.0:3083667.0:4950294.0:1585464.0,17982,KD Ce:TL St:JA Rl:JF Cr:AP Dh:MJ Sr:BR Hn:SC Kn:ZN Gn:JG Wr:MJ Fr,7907451.0:4381761.0:1945411.0:3913426.0:258649.0:3519011.0:3834305.0:3776849.0:6718340.0:3566240.0:7907458.0,2022/02/18 03:12:45
8638076,Cl Ds,Cy,normal,Cl Ds,runs,18,,Cl Ds,bat,T20,Hy Ol,Christchurch,2021-01-10,night match,Sr Sh,2020/21,664,DJ Walker,JM Dempsey,186,5,120,168,6,120,17744,GH Wr:D Cr:WA Yg:LL Tr:JA Cn:DJ Bl:K Nt:CK Ld:JA Fd:AY Pl:BM Tr,1945390.0:3083632.0:3834256.0:270906.0:6496118.0:2537800.0:1626540.0:6487032.0:8354821.0:4170494.0:5984376.0,17653,CJ Bs:KJ Me:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:MJ Hy:TD Ae:WA Ws:EJ Nl,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,2022/02/18 03:12:45
8638083,Cy,Ad,normal,Cy,runs,6,,Cy,bat,T20,Hy Ol,Christchurch,2021-01-11,night match,Sr Sh,2020/21,664,Kim Cotton,Lui Els,154,6,120,148,5,120,17653,KJ Me:CJ Bs:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:MJ Hy:TD Ae:WA Ws:EJ Nl,4381747.0:2659243.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,17583,MJ Gl:SM Sa:GD Ps:WT Ol:RR Ol:BJ He:WR Se:RM tr Bk:L Dt:BG Lr:DK Fs,1585457.0:4949776.0:5764576.0:8144184.0:3935854.0:3913440.0:270262.0:6718438.0:5560190.0:7878765.0:7565697.0,2022/02/18 03:12:45
8638090,Oo,Wn,normal,Wn,wickets,5,,Oo,bat,T20,Uy Ol,Dunedin,2021-01-14,day match,Sr Sh,2020/21,5396,CM Brown,SB Haig,167,5,120,168,5,104,18360,HD Rd:NT Bm:NF Ky:LC Jn:M Rk:AK Kn:MG Rn:MB Bn:MJ Mn:JA Dy:MD Re,2319638.0:256080.0:3913447.0:7918280.0:6129276.0:2690498.0:2666705.0:4195827.0:2236086.0:3834375.0:4359417.0,18570,FH An:DP Cy:R Ra:TA Bl:JS Nm:MG Bl:JD Gn:LV vn Bk:BV Ss:HK Bt:PF Yd,6718326.0:2653993.0:6718382.0:3083625.0:2486896.0:2288789.0:4950224.0:3083667.0:6718396.0:1585464.0:4950294.0,2022/02/18 03:12:45
8638097,Nn Ds,Cy,normal,Cy,wickets,6,,Nn Ds,bat,T20,Hy Ol,Christchurch,2021-01-15,day match,Sr Sh,2020/21,664,JAK Bromley,TJ Parlane,150,7,120,152,4,120,17982,JA Rl:TL St:AP Dh:JF Cr:BR Hn:MJ Sr:PD Bk:SC Kn:A Va:JG Wr:FL Wr,1945411.0:4381761.0:258649.0:3913426.0:3834305.0:3519011.0:5788628.0:3776849.0:2288824.0:3566240.0:7543647.0,17653,CJ Bs:KJ Me:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:MJ Hy:TD Ae:WA Ws:EJ Nl,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,2022/02/18 03:12:45
8638104,Wn,Cy,normal,Cy,wickets,4,,Wn,bat,T20,Hy Ol,Christchurch,2021-01-16,day match,Sr Sh,2020/21,664,JAK Bromley,TJ Parlane,154,8,120,155,6,120,18570,FH An:DP Cy:R Ra:TA Bl:JS Nm:MG Bl:JD Gn:TM Jn:LV vn Bk:PF Yd:HK Bt:BV Ss,6718326.0:2653993.0:6718382.0:3083625.0:2486896.0:2288789.0:4950224.0:8187878.0:3083667.0:4950294.0:1585464.0:6718396.0,17653,KJ Me:CJ Bs:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:MJ Hy:TD Ae:WA Ws:BP Cn,4381747.0:2659243.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:7871303.0,2022/02/18 03:12:45
8638111,Ad,Nn Ds,normal,Nn Ds,wickets,5,,Nn Ds,field,T20,En Pk Or Ol,Auckland,2021-01-17,day match,Sr Sh,2020/21,5081,CM Brown,WR Knights,140,6,88,109,5,63,17583,MJ Gl:SM Sa:GD Ps:WT Ol:RR Ol:BJ He:KA Jn:WR Se:RM tr Bk:L Dt:BG Lr,1585457.0:4949776.0:5764576.0:8144184.0:3935854.0:3913440.0:4381733.0:270262.0:6718438.0:5560190.0:7878765.0,17982,JA Rl:TL St:AP Dh:C de Ge:JF Cr:MJ Sr:SC Kn:TG Se:A Va:JG Wr:TA Bt,1945411.0:4381761.0:258649.0:387778.0:3913426.0:3519011.0:3776849.0:1626561.0:2288824.0:3566240.0:1945397.0,2022/02/18 03:12:45
8638118,Oo,Cl Ds,normal,Cl Ds,wickets,5,,Cl Ds,field,T20,Pa Pk Nw Ph,New Plymouth,2021-01-18,day/night match,Sr Sh,2020/21,3135,ED Sanders,SB Haig,145,9,105,158,5,97,18360,HD Rd:NT Bm:NF Ky:LC Jn:AK Kn:M Rk:MG Rn:NG Sh:MJ Mn:JA Dy:MD Re,2319638.0:256080.0:3913447.0:7918280.0:2690498.0:6129276.0:2666705.0:6718410.0:2236086.0:3834375.0:4359417.0,17744,GH Wr:D Cr:WA Yg:LL Tr:TC Be:JA Cn:DJ Bl:K Nt:JA Fd:AY Pl:BM Tr,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:2537800.0:1626540.0:8354821.0:4170494.0:5984376.0,2022/02/18 03:12:45
8638125,Cy,Nn Ds,normal,Nn Ds,wickets,8,,Nn Ds,field,T20,Sn Pk,Hamilton,2021-01-21,night match,Sr Sh,2020/21,3541,JM Dempsey,SB Haig,118,10,117,93,2,64,17653,KJ Me:CJ Bs:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:TD Ae:MJ Hy:WA Ws:EJ Nl,4381747.0:2659243.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:1495731.0:3546297.0:4136404.0:3834319.0,17982,TL St:KD Ce:KS Wn:C de Ge:AP Dh:BR Hn:SC Kn:TG Se:A Va:JG Wr:TA Bt,4381761.0:7907451.0:1945355.0:387778.0:258649.0:3834305.0:3776849.0:1626561.0:2288824.0:3566240.0:1945397.0,2022/02/18 03:12:45
8638132,Ad,Cl Ds,normal,Ad,runs,17,,Cl Ds,field,T20,En Pk Or Ol,Auckland,2021-01-23,day match,Sr Sh,2020/21,5081,CM Brown,WR Knights,199,6,120,182,7,120,17583,MJ Gl:SM Sa:GD Ps:MS Cn:RR Ol:BJ He:KA Jn:RM tr Bk:WR Se:L Dt:BG Lr,1585457.0:4949776.0:5764576.0:3069954.0:3935854.0:3913440.0:4381733.0:6718438.0:270262.0:5560190.0:7878765.0,17744,GH Wr:D Cr:WA Yg:LL Tr:TC Be:JA Cn:K Nt:DJ Bl:AY Pl:JA Fd:BM Tr,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:1626540.0:2537800.0:4170494.0:8354821.0:5984376.0,2022/02/18 03:12:45
8638139,Oo,Wn,normal,Wn,wickets,4,,Wn,field,T20,Bn Re,Wellington,2021-01-24,day match,Sr Sh,2020/21,825,C Black,TJ Parlane,137,9,120,140,6,113,18360,HD Rd:NT Bm:NF Ky:JL Fe:DN Ps:AK Kn:MG Rn:NG Sh:MW Cu:MJ Mn:JA Dy,2319638.0:256080.0:3913447.0:4950252.0:6317142.0:2690498.0:2666705.0:6718410.0:7907444.0:2236086.0:3834375.0,18570,FH An:DP Cy:R Ra:TA Bl:MG Bl:JD Gn:TM Jn:LV vn Bk:PF Yd:BV Ss:HK Bt,6718326.0:2653993.0:6718382.0:3083625.0:2288789.0:4950224.0:8187878.0:3083667.0:4950294.0:6718396.0:1585464.0,2022/02/18 03:12:45
8638146,Cy,Wn,normal,Wn,wickets,7,,Wn,field,T20,Bn Re,Wellington,2021-01-25,day match,Sr Sh,2020/21,825,DJ Walker,TJ Parlane,153,7,120,154,3,109,17653,CJ Bs:KJ Me:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:TD Ae:MJ Hy:WA Ws:EJ Nl,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:1495731.0:3546297.0:4136404.0:3834319.0,18570,FH An:DP Cy:TA Bl:TM Jn:MG Bl:JD Gn:R Ra:LV vn Bk:PF Yd:BV Ss:HK Bt,6718326.0:2653993.0:3083625.0:8187878.0:2288789.0:4950224.0:6718382.0:3083667.0:4950294.0:6718396.0:1585464.0,2022/02/18 03:12:45
8638153,Ad,Nn Ds,normal,Nn Ds,wickets,3,,Nn Ds,field,T20,Sn Pk,Hamilton,2021-01-29,day match,Sr Sh,2020/21,3541,BF Bowden,JM Dempsey,162,4,120,166,7,120,17583,MJ Gl:SM Sa:GD Ps:MS Cn:RR Ol:BJ He:KA Jn:WR Se:DK Fs:L Dt:RM tr Bk,1585457.0:4949776.0:5764576.0:3069954.0:3935854.0:3913440.0:4381733.0:270262.0:7565697.0:5560190.0:6718438.0,17982,TL St:KD Ce:KS Wn:C de Ge:AP Dh:MJ Sr:SC Kn:TG Se:A Va:IS Si:TA Bt,4381761.0:7907451.0:1945355.0:387778.0:258649.0:3519011.0:3776849.0:1626561.0:2288824.0:3913475.0:1945397.0,2022/02/18 03:12:45
8638160,Oo,Cy,normal,Cy,wickets,6,,Cy,field,T20,Hy Ol,Christchurch,2021-01-30,night match,Sr Sh,2020/21,664,DJ Walker,JAK Bromley,162,5,120,163,4,119,18360,HD Rd:NT Bm:NF Ky:JL Fe:AK Kn:DN Ps:MG Rn:MJ Mn:NG Sh:JA Dy:MW Cu,2319638.0:256080.0:3913447.0:4950252.0:2690498.0:6317142.0:2666705.0:2236086.0:6718410.0:3834375.0:7907444.0,17653,CJ Bs:KJ Me:JT Be:DJ Ml:CE Me:LJ Cr:CD Fr:MJ Hy:TD Ae:WA Ws:EJ Nl,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,2022/02/18 03:12:45
8638167,Cl Ds,Wn,normal,Wn,wickets,8,,Cl Ds,bat,T20,Bn Re,Wellington,2021-01-31,day match,Sr Sh,2020/21,825,CM Brown,TJ Parlane,164,7,120,170,2,102,17744,GH Wr:D Cr:WA Yg:LL Tr:TC Be:JA Cn:DJ Bl:AY Pl:JA Fd:JR Lx:BM Tr,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:2537800.0:4170494.0:8354821.0:8447396.0:5984376.0,18570,FH An:DP Cy:TA Bl:TM Jn:FJ Cn:MG Bl:JD Gn:HK Bt:PF Yd:BV Ss:LV vn Bk,6718326.0:2653993.0:3083625.0:8187878.0:2319624.0:2288789.0:4950224.0:1585464.0:4950294.0:6718396.0:3083667.0,2022/02/18 03:12:45
8638174,Ad,Oo,normal,Ad,runs,103,,Ad,bat,T20,En Pk Or Ol,Auckland,2021-02-01,day match,Sr Sh,2020/21,5081,BF Bowden,DJ Walker,183,7,120,80,10,75,17583,SM Sa:GD Ps:WT Ol:MS Cn:RR Ol:BJ He:KA Jn:WR Se:RM tr Bk:DK Fs:L Dt,4949776.0:5764576.0:8144184.0:3069954.0:3935854.0:3913440.0:4381733.0:270262.0:6718438.0:7565697.0:5560190.0,18360,HD Rd:NT Bm:NF Ky:JL Fe:AK Kn:MG Rn:NG Sh:MW Cu:MJ Mn:JA Dy:MD Re,2319638.0:256080.0:3913447.0:4950252.0:2690498.0:2666705.0:6718410.0:7907444.0:2236086.0:3834375.0:4359417.0,2022/02/18 03:12:45
